,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
413,가격/Noun,조금/Noun,비싸다/Adjective,감/Noun,있다/Adjective,양은/Noun,좀/Noun,많다/Adjective,편이/Noun,살짝/Noun,가격/Noun,다운/Noun,되다/Verb,너무/Adverb,좋다/Adjective,것/Noun,같다/Adjective,맛집/Noun,맛있다/Adjective,먹다/Verb,가요/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,맛있다/Adjective,비싸다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,가격/Noun,사악하다/Adjective,데/Noun,양적/Noun,고프다/Adjective,레이/Noun,팅/Noun,수준/Noun,낮다/Adjective,같다/Adjective,가격/Noun,대의/Noun,타브/Noun,런치/Noun,식당/Noun,비교/Noun,하다/Verb,가치/Noun,없다/Adjective,수준/Noun,샐러드/Noun,오믈렛/Noun,스파게티/Noun,모든/Noun,요리/Noun,똑같다/Adjective,병아리/Noun,콩/Noun,들어가다/Verb,세/Noun,종류/Noun,시키다/Verb,다양하다/Adjective,요리/Noun,먹다/Verb,느낌/Noun,병아리/Noun,콩/Noun,먹다/Verb,오다/Verb,싶다/Verb,느낌/Noun,보통/Noun,맛없다/Adjective,비싸다/Adjective,서비스/Noun,수준/Noun,탁월하다/Adjective,테라스/Noun,분위기/Noun,요소/Noun,빼다/Verb,서비스/Noun,맛/Noun,엉망/Noun,,,,,,,,,,,,,,,,,,,
416,늦잠/Noun,자고/Noun,한적하다/Adjective,아/Exclamation,점/Noun,하다/Verb,들리다/Verb,시절/Noun,정취/Noun,서비스/Noun,사라지다/Verb,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,파스타/Noun,너무/Adverb,맛있다/Adjective,먹다/Verb,분위기/Noun,맛/Noun,서비스/Noun,굿/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,비싸다/Adjective,이/Noun,집/Noun,음식/Noun,좀/Noun,하다/Verb,집/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,여기/Noun,진짜/Noun,괜찮다/Adjective,위치/Noun,가격/Noun,더/Noun,비싸다/Adjective,말다/Verb,적당하다/Adjective,인테리어/Noun,예쁘다/Adjective,파스텔/Noun,톤/Noun,아기자기하다/Adjective,카페인/Noun,줄/Noun,알/Noun,가다/Verb,여러/Noun,음식/Noun,하다/Verb,있다/Adjective,옆/Noun,테이블/Noun,치킨/Noun,들다/Verb,침/Noun,질질/Noun,나다/Verb,바나나/Noun,토스트/Noun,먹다/Verb,진짜/Noun,장/Noun,장/Noun,으으/Exclamation,으/Adverb,음료/Noun,쏘다/Verb,쏘다/Verb,하다/Verb,나쁘다/Adjective,않다/Verb,특색/Noun,있다/Adjective,음료/Noun,먹다/Verb,게/Noun,아니다/Adjective,보다/Verb,직원/Noun,친절하다/Adjective,매장/Noun,음악/Noun,소리/Noun,,,,,,,,,,,,,,,,,,,
420,직원/Noun,친절하다/Adjective,요/Noun,음식/Noun,맛있다/Adjective,층/Noun,테라스/Noun,추천/Noun,하다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,솔직하다/Adjective,가게/Noun,이름/Noun,약간/Noun,유치하다/Adjective,보이다/Verb,커피/Noun,비롯/Noun,음료/Noun,맛있다/Adjective,서비스/Noun,친절/Noun,공간/Noun,의자/Noun,불편하다/Adjective,않다/Verb,괜찮다/Adjective,편/Noun,저/Noun,재즈/Noun,틀다/Verb,게/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,강남/Noun,일대/Noun,최고/Noun,브런치/Noun,카페/Noun,맛/Noun,집/Noun,분위기/Noun,맛/Noun,동시/Noun,보장/Noun,하다/Verb,몇/Noun,안/Noun,되다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,분위기/Noun,정말/Noun,좋다/Adjective,노래/Noun,재즈/Noun,노래/Noun,나오다/Verb,자다/Verb,어울리다/Verb,전/Noun,다른/Noun,브런치/Noun,카페/Noun,빅뱅/Noun,노래/Noun,틀다/Verb,짜증/Noun,나다/Verb,가격/Noun,분위기/Noun,위치/Noun,등/Noun,비/Noun,하다/Verb,비싸다/Adjective,안/Noun,느껴지다/Verb,그런데/Conjunction,양은/Noun,좀/Noun,적다/Verb,저희/Noun,양/Noun,적다/Verb,편/Noun,개시/Noun,켜다/Verb,맞다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,한적하다/Adjective,골목/Noun,있다/Adjective,분위기/Noun,좋다/Adjective,식당/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,단독/Noun,건물/Noun,층/Noun,및/Noun,테라스/Noun,사용/Noun,가능/Noun,매장/Noun,인테리어/Noun,너무/Adverb,이쁘다/Adjective,커피/Noun,브런치/Noun,메뉴/Noun,또/Noun,갈다/Verb,여기/Noun,사람/Noun,많아지다/Verb,아보카도/Noun,타르티니/Noun,프렌치토스트/Noun,맛있다/Adjective,맛있다/Adjective,인테리어/Noun,예쁘다/Adjective,이제/Noun,발레/Noun,되다/Verb,예약/Noun,가면/Noun,좋다/Adjective,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,맛있다/Adjective,특히/Adverb,로제/Noun,파스타/Noun,너무/Adverb,맛있다/Adjective,다른/Noun,데/Noun,먹다/Verb,때/Noun,느끼하다/Adjective,여기다/Verb,맛있다/Adjective,다음/Noun,번/Noun,꼭/Noun,테라스/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,사장/Noun,종업원/Noun,모두/Noun,너무/Adverb,친절하다/Adjective,가게/Noun,분위기/Noun,예쁘다/Adjective,음식/Noun,맛있다/Adjective,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,아보카도/Noun,타르티니/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,최악/Noun,빵/Noun,너무/Adverb,뻑뻑/Noun,함/Noun,진짜/Noun,빵/Noun,맛없다/Adjective,처음/Noun,다/Adverb,빵/Noun,여기/Noun,만들다/Verb,사람/Noun,바꾸다/Verb,지레/Noun,시피/Noun,바꾸다/Verb,지다/Verb,해/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,솔직하다/Adjective,가게/Noun,이름/Noun,약간/Noun,유치하다/Adjective,보이다/Verb,커피/Noun,비롯/Noun,음료/Noun,맛있다/Adjective,서비스/Noun,친절/Noun,공간/Noun,의자/Noun,불편하다/Adjective,않다/Verb,괜찮다/Adjective,편/Noun,저/Noun,재즈/Noun,틀다/Verb,게/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,강남/Noun,일대/Noun,최고/Noun,브런치/Noun,카페/Noun,맛/Noun,집/Noun,분위기/Noun,맛/Noun,동시/Noun,보장/Noun,하다/Verb,몇/Noun,안/Noun,되다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,분위기/Noun,정말/Noun,좋다/Adjective,노래/Noun,재즈/Noun,노래/Noun,나오다/Verb,자다/Verb,어울리다/Verb,전/Noun,다른/Noun,브런치/Noun,카페/Noun,빅뱅/Noun,노래/Noun,틀다/Verb,짜증/Noun,나다/Verb,가격/Noun,분위기/Noun,위치/Noun,등/Noun,비/Noun,하다/Verb,비싸다/Adjective,안/Noun,느껴지다/Verb,그런데/Conjunction,양은/Noun,좀/Noun,적다/Verb,저희/Noun,양/Noun,적다/Verb,편/Noun,개시/Noun,켜다/Verb,맞다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,한적하다/Adjective,골목/Noun,있다/Adjective,분위기/Noun,좋다/Adjective,식당/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,여기/Noun,인절미/Noun,마운틴/Noun,짱/Modifier,임/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,알바/Noun,다/Adverb,물/Noun,갈이/Noun,하다/Verb,되다/Verb,정답/Noun,없다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,직원/Noun,너무/Adverb,다르다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,직원/Noun,매우/Noun,친절하다/Adjective,심/Noun,맛/Noun,보통/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,떡볶이/Noun,하다/Verb,접시/Noun,천원/Noun,여기/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,직원/Noun,하다/Verb,많다/Adjective,안/Noun,교육/Noun,엉망/Noun,엉터리/Noun,이다/Verb,보다/Verb,싸/VerbPrefix,갈다/Verb,쓰다/Verb,갈다/Verb,쓰이다/Verb,종파/Noun,별로/Noun,주문/Noun,받다/Verb,늦다/Verb,오기/Noun,위해/Noun,바쁘다/Adjective,척/Noun,하다/Verb,유럽/Noun,직원/Noun,생각나다/Verb,주문/Noun,받다/Verb,때/Noun,예의/Noun,없다/Adjective,이어폰/Noun,있다/Adjective,보이다/Verb,척/Noun,소통/Noun,하다/Verb,주문/Noun,받다/Verb,땐/Noun,주문/Noun,받다/Verb,안/Noun,되다/Verb,그/Determiner,제/Noun,서다/Verb,사과/Noun,하다/Verb,주문/Noun,받다/Verb,아무리/Adverb,바쁘다/Adjective,사람/Noun,간/Noun,기본/Noun,예의/Noun,지키다/Verb,않다/Verb,거/Noun,면/Noun,서비스업/Noun,자체/Noun,일도/Noun,안/Noun,하다/Verb,좋다/Adjective,몇/Noun,년/Noun,전/Noun,그래도/Adverb,괜/Noun,
442,아르바이트생/Noun,교육/Noun,안/Noun,되어다/Verb,있다/Adjective,청담/Noun,일/Noun,다/Adverb,고/Noun,지네/Noun,청담/Noun,살다/Verb,줄/Noun,암/Noun,근데/Adverb,분위기/Noun,가다/Verb,거/Noun,아르바이트생/Noun,삽질/Noun,하다/Verb,사람/Noun,계속/Noun,오/Noun,사장/Noun,교육/Noun,하다/Verb,필요/Noun,없다/Adjective,생각/Noun,하다/Verb,수/Noun,있다/Adjective,결론/Noun,그냥/Noun,분위기/Noun,느끼다/Verb,가다/Verb,가다/Verb,서비스/Noun,기대하다/Adjective,않다/Verb,게/Noun,좋다/Adjective,기분/Noun,좋다/Adjective,시간/Noun,보내다/Verb,따다/Verb,데/Noun,시기/Noun,,,,,,,,,,,,,,,,,,,,,,,
443,리뷰/Noun,중/Noun,말/Noun,보고/Noun,빵/Noun,터지다/Verb,진짜/Noun,임/Noun,모기/Noun,정말/Noun,많이/Adverb,물리다/Verb,맛있다/Adjective,것/Noun,자다/Verb,모르다/Verb,자리/Noun,불편/Noun,정말/Noun,공간/Noun,어둡다/Adjective,불구/Noun,깨끗하다/Adjective,느껴지다/Verb,않다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,왜/Noun,유명하다/Adjective,모르다/Verb,음/Noun,비싸다/Adjective,자리다/Adjective,불편/Noun,음식/Noun,그다지/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,나다/Verb,십/Noun,년/Noun,넘다/Verb,고센/Noun,이용/Noun,있다/Adjective,최근/Noun,너무/Adverb,별로/Noun,임/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,십수/Noun,년/Noun,오다/Verb,곳/Noun,오늘/Noun,우리/Noun,테이블/Noun,여직원/Noun,메뉴판/Noun,던지다/Verb,감/Noun,어느/Adverb,직원/Noun,물/Noun,하다/Verb,잔/Noun,달라/Noun,하다/Verb,두다/Verb,번/Noun,씹다/Verb,건/Noun,기본/Noun,화장실/Noun,관리/Noun,드롭/Noun,커피/Noun,음식/Noun,가격/Noun,상당하다/Adjective,데/Noun,서비스/Noun,비/Noun,포함/Noun,아니다/Adjective,일이/Modifier,힘들다/Adjective,보이지/Noun,않다/Verb,노/Noun,서빙/Noun,직원/Noun,많다/Adjective,왜/Noun,표정/Noun,썩다/Verb,똥/Noun,씹다/Verb,표정/Noun,오늘/Noun,연말/Noun,모임/Noun,기분/Noun,좋다/Adjective,오다/Verb,제대로/Noun,엉망/Noun,임/Noun,,,,,,,,,,,,,,,,
449,별로/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,가격/Noun,비싸다/Adjective,옆/Noun,스타벅스/Noun,있다/Adjective,거기/Noun,가시/Noun,돼다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,분위기/Noun,좋다/Adjective,비싸다/Adjective,더럽다/Adjective,비싸다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,주/Noun,차/Noun,관련/Noun,질문/Noun,직원/Noun,저/Noun,확실하다/Adjective,모르다/Verb,니요/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,직원/Noun,마인드/Noun,엉망/Noun,곳/Noun,예전/Noun,더/Noun,좋다/Adjective,것/Noun,같다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,분위기/Noun,좋다/Adjective,음식/Noun,그럭저럭/Adverb,하지만/Conjunction,비탈/Noun,있다/Adjective,차/Noun,내/Determiner,리기/Noun,불편/Noun,직원/Noun,숫자/Noun,많다/Adjective,훈련/Noun,제대로/Noun,안/Noun,되다/Verb,듯/Noun,손님/Noun,응대/Noun,신속하다/Adjective,적절하다/Adjective,하다/Verb,못/Noun,친절하다/Adjective,않다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,분위기/Noun,굿/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,분위기/Noun,다인/Noun,듯/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,파스타/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,양배추/Noun,사과주스/Noun,모과/Noun,블렌디드/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,분위기/Noun,정말/Noun,정말/Noun,맘/Noun,들다/Verb,곳/Noun,가볍다/Adjective,술/Noun,한잔/Noun,하다/Verb,좋다/Adjective,만큼/Noun,생각/Noun,가격/Noun,부담/Noun,않다/Verb,압구정/Noun,로데오/Noun,망하다/Adjective,줄/Noun,알다/Verb,아직/Adverb,이렇게/Adverb,보석/Noun,같다/Adjective,맛/Noun,집/Noun,있다/Adjective,걸/Noun,발견/Noun,하다/Verb,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,떡볶이/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,개인/Noun,여기다/Verb,여름밤/Noun,가다/Verb,게/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,특별하다/Adjective,것/Noun,없이/Adverb,옛/Adverb,추억/Noun,있다/Adjective,집/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,오랜/Modifier,만/Noun,가다/Verb,빙수/Noun,먹다/Verb,실망/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,토마토/Noun,해물/Noun,수프/Noun,진짜/Noun,진짜/Noun,맛있다/Adjective,밤/Noun,먹다/Verb,전혀/Noun,부담/Noun,않다/Verb,스포/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,엄마/Noun,모시/Noun,청담/Noun,오다/Verb,땐/Noun,고센/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,와플/Noun,맛/Noun,던데/Noun,단/Noun,게/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,고센/Noun,아직/Adverb,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,해물/Noun,떡볶이/Noun,굿/Noun,분위기/Noun,굿/Noun,다만/Noun,언덕길/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,그냥/Noun,그냥/Noun,괜찮다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,분위기/Noun,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,이탈리안/Noun,레스토랑/Noun,여기/Noun,해/Noun,물/Noun,떡볶이/Noun,한동안/Adverb,중독/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,아직/Adverb,두/Noun,있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,피자/Noun,파스타/Noun,맛있다/Adjective,유자/Noun,빙수/Noun,절대로/Noun,먹다/Verb,마/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,밤/Noun,가야/Noun,좋다/Adjective,무조건/Noun,개비/Noun,싸다/Verb,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,콜라/Noun,덕분/Noun,나/Noun,디스/Noun,플/Exclamation,레이스/Noun,분위기/Noun,괜찮다/Adjective,흥/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,유다/Noun,옆/Noun,고센/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,고센/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,응/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,분위기/Noun,좋다/Adjective,맛/Noun,좋다/Adjective,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,진짜/Noun,오래되다/Adjective,장소/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,아메리카노/Noun,원/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,고센/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,떡볶이/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,씨사/Noun,아지트/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,오래되다/Adjective,어두침침하다/Adjective,만만하다/Adjective,부근/Noun,그래도/Adverb,와인/Noun,값/Noun,저렴하다/Adjective,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,올드/Noun,카페/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,분위기/Noun,정말/Noun,좋다/Adjective,오래되다/Adjective,카페/Noun,그래도/Adverb,차다/Verb,좋다/Adjective,그/Determiner,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,오래되다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,청담/Noun,상징/Noun,하다/Verb,곳/Noun,않다/Verb,분위기/Noun,있다/Adjective,곳/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,여기다/Verb,분위기/Noun,빼다/Verb,별로/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,언덕/Noun,위/Noun,카페/Noun,와인/Noun,떡볶이/Noun,조합/Noun,처음/Noun,맛보다/Verb,곳/Noun,맛있다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,분위기/Noun,너무/Adverb,좋다/Adjective,특히/Adverb,테라스/Noun,내/Noun,좋아하다/Adjective,스타일/Noun,오레오/Noun,케이크/Noun,맛있다/Adjective,뎅/Noun,피칸/Noun,머/Noun,필드/Noun,시지/Noun,마/Noun,세/Noun,여제/Noun,발/Noun,곰돌이/Noun,모양/Noun,귀엽다/Adjective,속/Noun,서다/Verb,사/Noun,먹음/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,좋다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,최고/Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,곰돌이/Noun,음료/Noun,귀엽다/Adjective,거/Noun,빼다/Verb,아무/Modifier,것/Noun,없다/Adjective,비싸다/Adjective,맛없다/Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,밤/Noun,가면/Noun,분위기/Noun,있다/Adjective,카페/Noun,곰돌이/Noun,초코우유/Noun,좀/Noun,많이/Adverb,달다/Verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
